abstraction	entity
homiletics	theology, divinity
liturgics, liturgiology	theology, divinity
theodicy	theology, divinity
theology	system
teaching, precept, commandment	doctrine, philosophy, ism
mitzvah, mitsvah	teaching, precept, commandment
utilitarianism	doctrine, philosophy, ism
Arianism	heresy, unorthodoxy
Marcionism	heresy, unorthodoxy
Monophysitism	heresy, unorthodoxy
Monothelitism	heresy, unorthodoxy
Nestorianism	heresy, unorthodoxy
Pelagianism	heresy, unorthodoxy
transcendentalism	philosophy
attitude	cognition, knowledge, noesis
credence, acceptance	attitude
fatalism	credence, acceptance
recognition	credence, acceptance
culture	attitude
cyberculture	culture
defensive	attitude
hardball	attitude
southernism	attitude
mentality, outlook, mindset	attitude
paternalism	attitude
position, stance, posture	attitude
inclination, disposition, tendency	attitude
direction	inclination, disposition, tendency
tenor	direction
drift, trend, movement	inclination, disposition, tendency
gravitation	drift, trend, movement
Call	inclination, disposition, tendency
denominationalism	inclination, disposition, tendency
devices	inclination, disposition, tendency
sympathy, understanding	inclination, disposition, tendency
favoritism, favouritism	inclination, disposition, tendency
proclivity, propensity, leaning	inclination, disposition, tendency
bent, set	inclination, disposition, tendency
literalism	inclination, disposition, tendency
perseveration	inclination, disposition, tendency
predisposition	inclination, disposition, tendency
predilection, preference, orientation	predisposition
favor, favour	inclination, disposition, tendency
disfavor, disfavour, dislike, disapproval	inclination, disposition, tendency
doghouse	disfavor, disfavour, dislike, disapproval
reprobation	disfavor, disfavour, dislike, disapproval
partiality, partisanship	inclination, disposition, tendency
anthropocentrism, anthropocentricity	partiality, partisanship
ethnocentrism	partiality, partisanship
Eurocentrism	partiality, partisanship
bias, prejudice, preconception	partiality, partisanship
tilt	partiality, partisanship
sectionalism, provincialism, localism	partiality, partisanship
unfairness	partiality, partisanship
impartiality, nonpartisanship	inclination, disposition, tendency
disinterestedness	impartiality, nonpartisanship
fairness, candor, candour	impartiality, nonpartisanship
homophobia	bias, prejudice, preconception
Islamophobia	bias, prejudice, preconception
racism	bias, prejudice, preconception
antisemitism	racism
tendentiousness	bias, prejudice, preconception
tolerance	attitude
liberality, liberalness	tolerance
disinterest, neutrality	tolerance
intolerance	attitude
narrowness	intolerance
parochialism	narrowness
pettiness	narrowness
provincialism	narrowness
sectarianism, denominationalism	narrowness
bigotry, dogmatism	intolerance
fanaticism, fanatism, zealotry	intolerance
religionism	intolerance
respect, esteem, regard	attitude
estimate, estimation	respect, esteem, regard
reputation, report	estimate, estimation
disrespect	attitude
reverence	attitude
irreverence	attitude
profaneness	irreverence
orientation	attitude
wavelength	orientation
experimentalism	orientation
reorientation	orientation
position, view, perspective	orientation
futurism	position, view, perspective
vanguard, forefront	position, view, perspective
cityscape	viewpoint, stand, standpoint
landscape	viewpoint, stand, standpoint
paradigm	position, view, perspective
viewpoint, stand, standpoint	position, stance, posture
light	position, view, perspective
sight	position, view, perspective
slant, angle	viewpoint, stand, standpoint
complexion	viewpoint, stand, standpoint
Weltanschauung	position, view, perspective
straddle	position, view, perspective
orthodoxy	orientation
conformity, conformism	orthodoxy
conventionality	conformity, conformism
legalism	conformity, conformism
unorthodoxy, heterodoxy, heresy	orientation
nonconformity, nonconformism, nonconformance	unorthodoxy, heterodoxy, heresy
ideology	orientation
absolutism, totalitarianism, totalism	ideology
anarchism	ideology
autocracy	ideology
Machiavellianism	autocracy
centrism, moderatism	ideology
collectivism	ideology
communism	ideology
Castroism	communism
Leninism	communism
Maoism	communism
Marxism	communism
Trotskyism	communism
conservatism, conservativism	ideology
neoconservatism	conservatism, conservativism
reaction	conservatism, conservativism
segregationism	ideology
constitutionalism	ideology
democracy	ideology
elitism	ideology
extremism	ideology
fascism	ideology
federalism	ideology
imperialism	ideology
leftism	ideology
liberalism	ideology
meritocracy	ideology
neoliberalism	liberalism
libertarianism	ideology
monarchism	ideology
Negritude	ideology
Orleanism	ideology
progressivism	ideology
radicalism	ideology
Jacobinism	radicalism
reactionism	ideology
republicanism	ideology
rightism	ideology
socialism	ideology
Fabianism	socialism
theocracy	ideology
Utopianism	ideology
dovishness	ideology
hawkishness	ideology
militarism	hawkishness
warmongering	hawkishness
Docetism	heresy, unorthodoxy
Gnosticism	heresy, unorthodoxy
Mandaeanism, Mandeanism	Gnosticism
theism	religion, faith
deism	rationalism
monotheism	theism
polytheism	theism
tritheism	heresy, unorthodoxy, polytheism
paganism, heathenism	religion, faith
druidism	paganism, heathenism
pantheism	theism
pantheism	theism
macumba	cult, cultus
obeah, obi	cult, cultus
Rastafarianism	cult, cultus
Christianity	religion, faith
Adventism	Christianity
Catholicism, Catholicity	Christianity
Romanism, papism	Catholicism, Catholicity
Albigensianism, Catharism	Christianity, heresy, unorthodoxy
Donatism	Christianity
Protestantism	Christianity
Anglicanism	Protestantism
Tractarianism, Puseyism	Christianity
Arminianism	Protestantism
Calvinism	Protestantism
Lutheranism	Protestantism
Unitarianism	Protestantism
Trinitarianism	Protestantism
Congregationalism	Protestantism
Mennonitism	Protestantism
evangelicalism	Protestantism
revivalism	evangelicalism
fundamentalism	Protestantism
Methodism	Protestantism
Wesleyanism, Wesleyism	Protestantism
Anabaptism	Protestantism
Mormonism	Protestantism
pentecostalism	Protestantism
Presbyterianism	Protestantism
Puritanism	Protestantism
Judaism	monotheism
Chabad	Hasidism, Hassidism, Chasidism, Chassidism
Islam, Islamism, Mohammedanism, Muhammadanism, Muslimism	monotheism
Mahdism	Islam, Islamism, Mohammedanism, Muhammadanism, Muslimism
Salafism	Islam, Islamism, Mohammedanism, Muhammadanism, Muslimism
Shiism	Islam, Islamism, Mohammedanism, Muhammadanism, Muslimism
Ismailism	Shiism
Wahhabism, Wahabism	Islam, Islamism, Mohammedanism, Muhammadanism, Muslimism
Hinduism, Hindooism	religion, faith
Brahmanism, Brahminism	religion, faith
Darsana	Hinduism, Hindooism
Mimamsa	Hinduism, Hindooism
Vedanta	Hinduism, Hindooism
Krishnaism	Hinduism, Hindooism
Shivaism, Sivaism	Hinduism, Hindooism
Shaktism, Saktism	Hinduism, Hindooism
Vaishnavism, Vaisnavism, Vishnuism	Hinduism, Hindooism
yoga	Hinduism, Hindooism
Jainism	religion, faith
Sikhism	religion, faith
Buddhism	religion, faith
Mahayana	Buddhism
Theravada	Buddhism
Hinayana	Theravada
Lamaism	Buddhism
Zen	Buddhism
Shingon	Buddhism
Tantra, Tantrism	Buddhism
Yogacara	Mahayana
Tao	principle
Taoism	religion, faith
Shinto, Shintoism	religion, faith
Manichaeism, Manichaeanism	religion, faith
Mithraism, Mithraicism	religion, faith
Zoroastrianism, Mazdaism	religion, faith
Parsiism, Parseeism	Zoroastrianism, Mazdaism
Bahaism	religion, faith
shamanism	religion, faith
shamanism	religion, faith
Vedism	Hinduism, Hindooism
Wicca	religion, faith
obiism	sorcery, necromancy
voodoo, vodoun, voodooism, hoodooism	cult, cultus
amateurism	conviction
anagoge	interpretation, reading, version
condensation	process
level, layer, stratum	place
transference	displacement
countertransference	transference
restraint	restriction, limitation
floodgate	restraint
escapology	discipline, subject, field, study, bailiwick
graphology	discipline, subject, field, study, bailiwick
numerology	discipline, subject, field, study, bailiwick
protology	discipline, subject, field, study, bailiwick
theogony	discipline, subject, field, study, bailiwick
descriptivism	doctrine, philosophy, ism
descriptivism	doctrine, philosophy, ism
prescriptivism	doctrine, philosophy, ism
prescriptivism	doctrine, philosophy, ism
wrinkle	method
wrinkle	difficulty
Zurvanism	heresy, unorthodoxy
transmission	communication, communicating
communication, communicating	act, deed
intercommunication	communication, communicating
conveyance, imparting, impartation	transmission
dissemination, airing, spreading	transmission
circulation	dissemination, airing, spreading
propagation, extension	dissemination, airing, spreading
message	communication
broadcast	message
cipher, cypher	message
heliogram	message
medium	communication, communicating
medium	instrumentality, instrumentation
ether, aether	medium
vehicle	medium
air, airwave	medium
paper	medium
sheet	paper
signature	sheet
leaf, folio	sheet
flyleaf	leaf, folio
interleaf	leaf, folio
page	leaf, folio
recto	page
verso	page
spread, spreadhead	page
centerfold, centrefold	foldout, gatefold, spread, spreadhead
foldout, gatefold	page
pagination, folio, paging	number
letterhead	stationery
foolscap	sheet
worksheet	sheet
channel	transmission
channel, line	communication, communicating
band	range
waveband	band
lens	channel, line
liaison, link, contact	channel, line
channels	transmission
medium	transmission
multimedia	transmission
hypermedia	multimedia
film, cinema, celluloid	medium
broadcasting	medium
mail, post	communication, communicating
airmail, airpost	mail, post
RFD	mail, post
express	mail
photojournalism	journalism
rotogravure	photojournalism
newspaper, paper	press
daily	newspaper, paper
gazette	newspaper, paper
tabloid, rag, sheet	newspaper, paper
tabloid, tab	journalism
article	nonfiction, piece
column	text
column, editorial	article
feature	article
piece	creation
morceau	opus, composition, piece, piece
offprint, reprint, separate	article
paper	article
reissue, reprint, reprinting	publication
credendum	dogma, tenet
lead, lede	section, subdivision
telecommunication, telecom	medium
telephone, telephony	telecommunication, telecom
voicemail	telephone, telephony
call	telephone, telephony
telegraphy	telecommunication, telecom
cable, cablegram	telegram, wire
wireless	telecommunication, telecom
radiotelegraph, radiotelegraphy	wireless
mail	message
radiogram	message
radiotelephone, radiotelephony	wireless
broadcasting	telecommunication, telecom
Rediffusion	broadcasting
multiplex	telecommunication, telecom
